
 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.88543E-02   5.48259E+04  -2.07841E+04
   9.99999E-03   4.90680E+04  -2.06791E+04

 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   1.98543E-02   5.27602E+04  -2.07331E+04
   1.98533E-02   5.27599E+04  -2.07331E+04
   1.98523E-02   5.27597E+04  -2.07331E+04
   1.98513E-02   5.27594E+04  -2.07331E+04
   1.98503E-02   5.27591E+04  -2.07330E+04
   1.98493E-02   5.27588E+04  -2.07330E+04
   1.98483E-02   5.27586E+04  -2.07330E+04
   1.98473E-02   5.27583E+04  -2.07330E+04
   1.98463E-02   5.27580E+04  -2.07330E+04
   1.98453E-02   5.27577E+04  -2.07330E+04
   1.98443E-02   5.27575E+04  -2.07330E+04
   1.98433E-02   5.27572E+04  -2.07330E+04
   1.98423E-02   5.27569E+04  -2.07330E+04
   1.98413E-02   5.27566E+04  -2.07330E+04
   1.98403E-02   5.27564E+04  -2.07330E+04
   1.98393E-02   5.27561E+04  -2.07330E+04
   1.98383E-02   5.27558E+04  -2.07330E+04
   1.98373E-02   5.27555E+04  -2.07330E+04
   1.98363E-02   5.27553E+04  -2.07330E+04
   1.98353E-02   5.27550E+04  -2.07330E+04
   1.98343E-02   5.27547E+04  -2.07330E+04
   1.98333E-02   5.27544E+04  -2.07330E+04
   1.98323E-02   5.27542E+04  -2.07329E+04
   1.98313E-02   5.27539E+04  -2.07329E+04
   1.98303E-02   5.27536E+04  -2.07329E+04
   1.98293E-02   5.27533E+04  -2.07329E+04
   1.98283E-02   5.27531E+04  -2.07329E+04
   1.98273E-02   5.27528E+04  -2.07329E+04
   1.98263E-02   5.27525E+04  -2.07329E+04
   1.98253E-02   5.27522E+04  -2.07329E+04
   1.98243E-02   5.27520E+04  -2.07329E+04
   1.98233E-02   5.27517E+04  -2.07329E+04
   1.98223E-02   5.27514E+04  -2.07329E+04
   1.98213E-02   5.27511E+04  -2.07329E+04
   1.98203E-02   5.27508E+04  -2.07329E+04
   1.98193E-02   5.27506E+04  -2.07329E+04
   1.98183E-02   5.27503E+04  -2.07329E+04
   1.98173E-02   5.27500E+04  -2.07329E+04
   1.98163E-02   5.27497E+04  -2.07329E+04
   1.98153E-02   5.27495E+04  -2.07329E+04
   1.98143E-02   5.27492E+04  -2.07328E+04
   1.98133E-02   5.27489E+04  -2.07328E+04
   1.98123E-02   5.27486E+04  -2.07328E+04
   1.98113E-02   5.27484E+04  -2.07328E+04
   1.98103E-02   5.27481E+04  -2.07328E+04
   1.98093E-02   5.27478E+04  -2.07328E+04
   1.98083E-02   5.27475E+04  -2.07328E+04
   1.98073E-02   5.27473E+04  -2.07328E+04
   1.98063E-02   5.27470E+04  -2.07328E+04
   1.98053E-02   5.27467E+04  -2.07328E+04
   1.98043E-02   5.27464E+04  -2.07328E+04
   1.98033E-02   5.27462E+04  -2.07328E+04
   1.98023E-02   5.27459E+04  -2.07328E+04
   1.98013E-02   5.27456E+04  -2.07328E+04
   1.98003E-02   5.27453E+04  -2.07328E+04
   1.97993E-02   5.27451E+04  -2.07328E+04
   1.97983E-02   5.27448E+04  -2.07328E+04
   1.97973E-02   5.27445E+04  -2.07328E+04
   1.97963E-02   5.27442E+04  -2.07327E+04
   1.97953E-02   5.27440E+04  -2.07327E+04
   1.97943E-02   5.27437E+04  -2.07327E+04
   1.97933E-02   5.27434E+04  -2.07327E+04
   1.97923E-02   5.27431E+04  -2.07327E+04
   1.97913E-02   5.27428E+04  -2.07327E+04
   1.97903E-02   5.27426E+04  -2.07327E+04
   1.97893E-02   5.27423E+04  -2.07327E+04
   1.97883E-02   5.27420E+04  -2.07327E+04
   1.97873E-02   5.27417E+04  -2.07327E+04
   1.97863E-02   5.27415E+04  -2.07327E+04
   1.97853E-02   5.27412E+04  -2.07327E+04
   1.97843E-02   5.27409E+04  -2.07327E+04
   1.97833E-02   5.27406E+04  -2.07327E+04
   1.97823E-02   5.27404E+04  -2.07327E+04
   1.97813E-02   5.27401E+04  -2.07327E+04
   1.97803E-02   5.27398E+04  -2.07327E+04
   1.97793E-02   5.27395E+04  -2.07327E+04
   1.97783E-02   5.27393E+04  -2.07326E+04
   1.97773E-02   5.27390E+04  -2.07326E+04
   1.97763E-02   5.27387E+04  -2.07326E+04
   1.97753E-02   5.27384E+04  -2.07326E+04
   1.97743E-02   5.27382E+04  -2.07326E+04
   1.97733E-02   5.27379E+04  -2.07326E+04
   1.97723E-02   5.27376E+04  -2.07326E+04
   1.97713E-02   5.27373E+04  -2.07326E+04
   1.97703E-02   5.27371E+04  -2.07326E+04
   1.97693E-02   5.27368E+04  -2.07326E+04
   1.97683E-02   5.27365E+04  -2.07326E+04
   1.97673E-02   5.27362E+04  -2.07326E+04
   1.97663E-02   5.27359E+04  -2.07326E+04
   1.97653E-02   5.27357E+04  -2.07326E+04
   1.97643E-02   5.27354E+04  -2.07326E+04
   1.97633E-02   5.27351E+04  -2.07326E+04
   1.97623E-02   5.27348E+04  -2.07326E+04
   1.97613E-02   5.27346E+04  -2.07326E+04
   1.97603E-02   5.27343E+04  -2.07325E+04
   1.97593E-02   5.27340E+04  -2.07325E+04
   1.97583E-02   5.27337E+04  -2.07325E+04
   1.97573E-02   5.27335E+04  -2.07325E+04
   1.97563E-02   5.27332E+04  -2.07325E+04
   1.97553E-02   5.27329E+04  -2.07325E+04
   1.97543E-02   5.27326E+04  -2.07325E+04
   1.97533E-02   5.27324E+04  -2.07325E+04
   1.97523E-02   5.27321E+04  -2.07325E+04
   1.97513E-02   5.27318E+04  -2.07325E+04
   1.97503E-02   5.27315E+04  -2.07325E+04
   1.97493E-02   5.27312E+04  -2.07325E+04
   1.97483E-02   5.27310E+04  -2.07325E+04
   1.97473E-02   5.27307E+04  -2.07325E+04
   1.97463E-02   5.27304E+04  -2.07325E+04
   1.97453E-02   5.27301E+04  -2.07325E+04
   1.97443E-02   5.27299E+04  -2.07325E+04
   1.97433E-02   5.27296E+04  -2.07325E+04
   1.97423E-02   5.27293E+04  -2.07324E+04
   1.97413E-02   5.27290E+04  -2.07324E+04
   1.97403E-02   5.27288E+04  -2.07324E+04
   1.97393E-02   5.27285E+04  -2.07324E+04
   1.97383E-02   5.27282E+04  -2.07324E+04
   1.97373E-02   5.27279E+04  -2.07324E+04
   1.97363E-02   5.27277E+04  -2.07324E+04
   1.97353E-02   5.27274E+04  -2.07324E+04
   1.97343E-02   5.27271E+04  -2.07324E+04
   1.97333E-02   5.27268E+04  -2.07324E+04
   1.97323E-02   5.27265E+04  -2.07324E+04
   1.97313E-02   5.27263E+04  -2.07324E+04
   1.97303E-02   5.27260E+04  -2.07324E+04
   1.97293E-02   5.27257E+04  -2.07324E+04
   1.97283E-02   5.27254E+04  -2.07324E+04
   1.97273E-02   5.27252E+04  -2.07324E+04
   1.97263E-02   5.27249E+04  -2.07324E+04
   1.97253E-02   5.27246E+04  -2.07324E+04
   1.97243E-02   5.27243E+04  -2.07323E+04
   1.97233E-02   5.27241E+04  -2.07323E+04
   1.97223E-02   5.27238E+04  -2.07323E+04
   1.97213E-02   5.27235E+04  -2.07323E+04
   1.97203E-02   5.27232E+04  -2.07323E+04
   1.97193E-02   5.27229E+04  -2.07323E+04
   1.97183E-02   5.27227E+04  -2.07323E+04
   1.97173E-02   5.27224E+04  -2.07323E+04
   1.97163E-02   5.27221E+04  -2.07323E+04
   1.97153E-02   5.27218E+04  -2.07323E+04
   1.97143E-02   5.27216E+04  -2.07323E+04
   1.97133E-02   5.27213E+04  -2.07323E+04
   1.97123E-02   5.27210E+04  -2.07323E+04
   1.97113E-02   5.27207E+04  -2.07323E+04
   1.97103E-02   5.27205E+04  -2.07323E+04
   1.97093E-02   5.27202E+04  -2.07323E+04
   1.97083E-02   5.27199E+04  -2.07323E+04
   1.97073E-02   5.27196E+04  -2.07322E+04
   1.97063E-02   5.27193E+04  -2.07322E+04
   1.97053E-02   5.27191E+04  -2.07322E+04
   1.97043E-02   5.27188E+04  -2.07322E+04
   1.97033E-02   5.27185E+04  -2.07322E+04
   1.97023E-02   5.27182E+04  -2.07322E+04
   1.97013E-02   5.27180E+04  -2.07322E+04
   1.97003E-02   5.27177E+04  -2.07322E+04
   1.96993E-02   5.27174E+04  -2.07322E+04
   1.96983E-02   5.27171E+04  -2.07322E+04
   1.96973E-02   5.27168E+04  -2.07322E+04
   1.96963E-02   5.27166E+04  -2.07322E+04
   1.96953E-02   5.27163E+04  -2.07322E+04
   1.96943E-02   5.27160E+04  -2.07322E+04
   1.96933E-02   5.27157E+04  -2.07322E+04
   1.96923E-02   5.27155E+04  -2.07322E+04
   1.96913E-02   5.27152E+04  -2.07322E+04
   1.96903E-02   5.27149E+04  -2.07322E+04
   1.96893E-02   5.27146E+04  -2.07321E+04
   1.96883E-02   5.27144E+04  -2.07321E+04
   1.96873E-02   5.27141E+04  -2.07321E+04
   1.96863E-02   5.27138E+04  -2.07321E+04
   1.96853E-02   5.27135E+04  -2.07321E+04
   1.96843E-02   5.27132E+04  -2.07321E+04
   1.96833E-02   5.27130E+04  -2.07321E+04
   1.96823E-02   5.27127E+04  -2.07321E+04
   1.96813E-02   5.27124E+04  -2.07321E+04
   1.96803E-02   5.27121E+04  -2.07321E+04
   1.96793E-02   5.27119E+04  -2.07321E+04
   1.96783E-02   5.27116E+04  -2.07321E+04
   1.96773E-02   5.27113E+04  -2.07321E+04
   1.96763E-02   5.27110E+04  -2.07321E+04
   1.96753E-02   5.27107E+04  -2.07321E+04
   1.96743E-02   5.27105E+04  -2.07321E+04
   1.96733E-02   5.27102E+04  -2.07321E+04
   1.96723E-02   5.27099E+04  -2.07321E+04
   1.96713E-02   5.27096E+04  -2.07320E+04
   1.96703E-02   5.27094E+04  -2.07320E+04
   1.96693E-02   5.27091E+04  -2.07320E+04
   1.96683E-02   5.27088E+04  -2.07320E+04
   1.96673E-02   5.27085E+04  -2.07320E+04
   1.96663E-02   5.27082E+04  -2.07320E+04
   1.96653E-02   5.27080E+04  -2.07320E+04
   1.96643E-02   5.27077E+04  -2.07320E+04
   1.96633E-02   5.27074E+04  -2.07320E+04
   1.96623E-02   5.27071E+04  -2.07320E+04
   1.96613E-02   5.27069E+04  -2.07320E+04
   1.96603E-02   5.27066E+04  -2.07320E+04
   1.96593E-02   5.27063E+04  -2.07320E+04
   1.96583E-02   5.27060E+04  -2.07320E+04
   1.96573E-02   5.27057E+04  -2.07320E+04
   1.96563E-02   5.27055E+04  -2.07320E+04
   1.96553E-02   5.27052E+04  -2.07320E+04
   1.96543E-02   5.27049E+04  -2.07320E+04
   1.96533E-02   5.27046E+04  -2.07319E+04
   1.96523E-02   5.27044E+04  -2.07319E+04
   1.96513E-02   5.27041E+04  -2.07319E+04
   1.96503E-02   5.27038E+04  -2.07319E+04
   1.96493E-02   5.27035E+04  -2.07319E+04
   1.96483E-02   5.27032E+04  -2.07319E+04
   1.96473E-02   5.27030E+04  -2.07319E+04
   1.96463E-02   5.27027E+04  -2.07319E+04
   1.96453E-02   5.27024E+04  -2.07319E+04
   1.96443E-02   5.27021E+04  -2.07319E+04
   1.96433E-02   5.27019E+04  -2.07319E+04
   1.96423E-02   5.27016E+04  -2.07319E+04
   1.96413E-02   5.27013E+04  -2.07319E+04
   1.96403E-02   5.27010E+04  -2.07319E+04
   1.96393E-02   5.27007E+04  -2.07319E+04
   1.96383E-02   5.27005E+04  -2.07319E+04
   1.96373E-02   5.27002E+04  -2.07319E+04
   1.96363E-02   5.26999E+04  -2.07319E+04
   1.96353E-02   5.26996E+04  -2.07318E+04
   1.96343E-02   5.26994E+04  -2.07318E+04
   1.96333E-02   5.26991E+04  -2.07318E+04
   1.96323E-02   5.26988E+04  -2.07318E+04
   1.96313E-02   5.26985E+04  -2.07318E+04
   1.96303E-02   5.26982E+04  -2.07318E+04
   1.96293E-02   5.26980E+04  -2.07318E+04
   1.96283E-02   5.26977E+04  -2.07318E+04
   1.96273E-02   5.26974E+04  -2.07318E+04
   1.96263E-02   5.26971E+04  -2.07318E+04
   1.96253E-02   5.26969E+04  -2.07318E+04
   1.96243E-02   5.26966E+04  -2.07318E+04
   1.96233E-02   5.26963E+04  -2.07318E+04
   1.96223E-02   5.26960E+04  -2.07318E+04
   1.96213E-02   5.26957E+04  -2.07318E+04
   1.96203E-02   5.26955E+04  -2.07318E+04
   1.96193E-02   5.26952E+04  -2.07318E+04
   1.96183E-02   5.26949E+04  -2.07318E+04
   1.96173E-02   5.26946E+04  -2.07317E+04
   1.96163E-02   5.26943E+04  -2.07317E+04
   1.96153E-02   5.26941E+04  -2.07317E+04
   1.96143E-02   5.26938E+04  -2.07317E+04
   1.96133E-02   5.26935E+04  -2.07317E+04
   1.96123E-02   5.26932E+04  -2.07317E+04
   1.96113E-02   5.26930E+04  -2.07317E+04
   1.96103E-02   5.26927E+04  -2.07317E+04
   1.96093E-02   5.26924E+04  -2.07317E+04
   1.96083E-02   5.26921E+04  -2.07317E+04
   1.96073E-02   5.26918E+04  -2.07317E+04
   1.96063E-02   5.26916E+04  -2.07317E+04
   1.96053E-02   5.26913E+04  -2.07317E+04
   1.96043E-02   5.26910E+04  -2.07317E+04
   1.96033E-02   5.26907E+04  -2.07317E+04
   1.96023E-02   5.26905E+04  -2.07317E+04
   1.96013E-02   5.26902E+04  -2.07317E+04
   1.96003E-02   5.26899E+04  -2.07317E+04
   1.95993E-02   5.26896E+04  -2.07316E+04
   1.95983E-02   5.26893E+04  -2.07316E+04
   1.95973E-02   5.26891E+04  -2.07316E+04
   1.95963E-02   5.26888E+04  -2.07316E+04
   1.95953E-02   5.26885E+04  -2.07316E+04
   1.95943E-02   5.26882E+04  -2.07316E+04
   1.95933E-02   5.26879E+04  -2.07316E+04
   1.95923E-02   5.26877E+04  -2.07316E+04
   1.95913E-02   5.26874E+04  -2.07316E+04
   1.95903E-02   5.26871E+04  -2.07316E+04
   1.95893E-02   5.26868E+04  -2.07316E+04
   1.95883E-02   5.26865E+04  -2.07316E+04
   1.95873E-02   5.26863E+04  -2.07316E+04
   1.95863E-02   5.26860E+04  -2.07316E+04
   1.95853E-02   5.26857E+04  -2.07316E+04
   1.95843E-02   5.26854E+04  -2.07316E+04
   1.95833E-02   5.26852E+04  -2.07316E+04
   1.95823E-02   5.26849E+04  -2.07316E+04
   1.95813E-02   5.26846E+04  -2.07315E+04
   1.95803E-02   5.26843E+04  -2.07315E+04
   1.95793E-02   5.26840E+04  -2.07315E+04
   1.95783E-02   5.26838E+04  -2.07315E+04
   1.95773E-02   5.26835E+04  -2.07315E+04
   1.95763E-02   5.26832E+04  -2.07315E+04
   1.95753E-02   5.26829E+04  -2.07315E+04
   1.95743E-02   5.26826E+04  -2.07315E+04
   1.95733E-02   5.26824E+04  -2.07315E+04
   1.95723E-02   5.26821E+04  -2.07315E+04
   1.95713E-02   5.26818E+04  -2.07315E+04
   1.95703E-02   5.26815E+04  -2.07315E+04
   1.95693E-02   5.26813E+04  -2.07315E+04
   1.95683E-02   5.26810E+04  -2.07315E+04
   1.95673E-02   5.26807E+04  -2.07315E+04
   1.95663E-02   5.26804E+04  -2.07315E+04
   1.95653E-02   5.26801E+04  -2.07315E+04
   1.95643E-02   5.26799E+04  -2.07315E+04
   1.95633E-02   5.26796E+04  -2.07314E+04
   1.95623E-02   5.26793E+04  -2.07314E+04
   1.95613E-02   5.26790E+04  -2.07314E+04
   1.95603E-02   5.26787E+04  -2.07314E+04
   1.95593E-02   5.26785E+04  -2.07314E+04
   1.95583E-02   5.26782E+04  -2.07314E+04
   1.95573E-02   5.26779E+04  -2.07314E+04
   1.95563E-02   5.26776E+04  -2.07314E+04
   1.95553E-02   5.26773E+04  -2.07314E+04
   1.95543E-02   5.26771E+04  -2.07314E+04
   1.95533E-02   5.26768E+04  -2.07314E+04
   1.95523E-02   5.26765E+04  -2.07314E+04
   1.95513E-02   5.26762E+04  -2.07314E+04
   1.95503E-02   5.26759E+04  -2.07314E+04
   1.95493E-02   5.26757E+04  -2.07314E+04
   1.95483E-02   5.26754E+04  -2.07314E+04
   1.95473E-02   5.26751E+04  -2.07314E+04
   1.95463E-02   5.26748E+04  -2.07314E+04
   1.95453E-02   5.26746E+04  -2.07313E+04
   1.95443E-02   5.26743E+04  -2.07313E+04
   1.95433E-02   5.26740E+04  -2.07313E+04
   1.95423E-02   5.26737E+04  -2.07313E+04
   1.95413E-02   5.26734E+04  -2.07313E+04
   1.95403E-02   5.26732E+04  -2.07313E+04
   1.95393E-02   5.26729E+04  -2.07313E+04
   1.95383E-02   5.26726E+04  -2.07313E+04
   1.95373E-02   5.26723E+04  -2.07313E+04
   1.95363E-02   5.26720E+04  -2.07313E+04
   1.95353E-02   5.26718E+04  -2.07313E+04
   1.95343E-02   5.26715E+04  -2.07313E+04
   1.95333E-02   5.26712E+04  -2.07313E+04
   1.95323E-02   5.26709E+04  -2.07313E+04
   1.95313E-02   5.26706E+04  -2.07313E+04
   1.95303E-02   5.26704E+04  -2.07313E+04
   1.95293E-02   5.26701E+04  -2.07313E+04
   1.95283E-02   5.26698E+04  -2.07313E+04
   1.95273E-02   5.26695E+04  -2.07312E+04
   1.95263E-02   5.26692E+04  -2.07312E+04
   1.95253E-02   5.26690E+04  -2.07312E+04
   1.95243E-02   5.26687E+04  -2.07312E+04
   1.95233E-02   5.26684E+04  -2.07312E+04
   1.95223E-02   5.26681E+04  -2.07312E+04
   1.95213E-02   5.26678E+04  -2.07312E+04
   1.95203E-02   5.26676E+04  -2.07312E+04
   1.95193E-02   5.26673E+04  -2.07312E+04
   1.95183E-02   5.26670E+04  -2.07312E+04
   1.95173E-02   5.26667E+04  -2.07312E+04
   1.95163E-02   5.26664E+04  -2.07312E+04
   1.95153E-02   5.26662E+04  -2.07312E+04
   1.95143E-02   5.26659E+04  -2.07312E+04
   1.95133E-02   5.26656E+04  -2.07312E+04
   1.95123E-02   5.26653E+04  -2.07312E+04
   1.95113E-02   5.26650E+04  -2.07312E+04
   1.95103E-02   5.26648E+04  -2.07312E+04
   1.95093E-02   5.26645E+04  -2.07311E+04
   1.95083E-02   5.26642E+04  -2.07311E+04
   1.95073E-02   5.26639E+04  -2.07311E+04
   1.95063E-02   5.26637E+04  -2.07311E+04
   1.95053E-02   5.26634E+04  -2.07311E+04
   1.95043E-02   5.26631E+04  -2.07311E+04
   1.95033E-02   5.26628E+04  -2.07311E+04
   1.95023E-02   5.26625E+04  -2.07311E+04
   1.95013E-02   5.26623E+04  -2.07311E+04
   1.95003E-02   5.26620E+04  -2.07311E+04
   1.94993E-02   5.26617E+04  -2.07311E+04
   1.94983E-02   5.26614E+04  -2.07311E+04
   1.94973E-02   5.26611E+04  -2.07311E+04
   1.94963E-02   5.26609E+04  -2.07311E+04
   1.94953E-02   5.26606E+04  -2.07311E+04
   1.94943E-02   5.26603E+04  -2.07311E+04
   1.94933E-02   5.26600E+04  -2.07311E+04
   1.94923E-02   5.26597E+04  -2.07311E+04
   1.94913E-02   5.26595E+04  -2.07310E+04
   1.94903E-02   5.26592E+04  -2.07310E+04
   1.94893E-02   5.26589E+04  -2.07310E+04
   1.94883E-02   5.26586E+04  -2.07310E+04
   1.94873E-02   5.26583E+04  -2.07310E+04
   1.94863E-02   5.26581E+04  -2.07310E+04
   1.94853E-02   5.26578E+04  -2.07310E+04
   1.94843E-02   5.26575E+04  -2.07310E+04
   1.94833E-02   5.26572E+04  -2.07310E+04
   1.94823E-02   5.26569E+04  -2.07310E+04
   1.94813E-02   5.26567E+04  -2.07310E+04
   1.94803E-02   5.26564E+04  -2.07310E+04
   1.94793E-02   5.26561E+04  -2.07310E+04
   1.94783E-02   5.26558E+04  -2.07310E+04
   1.94773E-02   5.26555E+04  -2.07310E+04
   1.94763E-02   5.26553E+04  -2.07310E+04
   1.94753E-02   5.26550E+04  -2.07310E+04
   1.94743E-02   5.26547E+04  -2.07310E+04
   1.94733E-02   5.26544E+04  -2.07309E+04
   1.94723E-02   5.26541E+04  -2.07309E+04
   1.94713E-02   5.26538E+04  -2.07309E+04
   1.94703E-02   5.26536E+04  -2.07309E+04
   1.94693E-02   5.26533E+04  -2.07309E+04
   1.94683E-02   5.26530E+04  -2.07309E+04
   1.94673E-02   5.26527E+04  -2.07309E+04
   1.94663E-02   5.26524E+04  -2.07309E+04
   1.94653E-02   5.26522E+04  -2.07309E+04
   1.94643E-02   5.26519E+04  -2.07309E+04
   1.94633E-02   5.26516E+04  -2.07309E+04
   1.94623E-02   5.26513E+04  -2.07309E+04
   1.94613E-02   5.26510E+04  -2.07309E+04
   1.94603E-02   5.26508E+04  -2.07309E+04
   1.94593E-02   5.26505E+04  -2.07309E+04
   1.94583E-02   5.26502E+04  -2.07309E+04
   1.94573E-02   5.26499E+04  -2.07309E+04
   1.94563E-02   5.26496E+04  -2.07309E+04
   1.94553E-02   5.26494E+04  -2.07308E+04
   1.94543E-02   5.26491E+04  -2.07308E+04
   1.94533E-02   5.26488E+04  -2.07308E+04
   1.94523E-02   5.26485E+04  -2.07308E+04
   1.94513E-02   5.26482E+04  -2.07308E+04
   1.94503E-02   5.26480E+04  -2.07308E+04
   1.94493E-02   5.26477E+04  -2.07308E+04
   1.94483E-02   5.26474E+04  -2.07308E+04
   1.94473E-02   5.26471E+04  -2.07308E+04
   1.94463E-02   5.26468E+04  -2.07308E+04
   1.94453E-02   5.26466E+04  -2.07308E+04
   1.94443E-02   5.26463E+04  -2.07308E+04
   1.94433E-02   5.26460E+04  -2.07308E+04
   1.94423E-02   5.26457E+04  -2.07308E+04
   1.94413E-02   5.26454E+04  -2.07308E+04
   1.94403E-02   5.26452E+04  -2.07308E+04
   1.94393E-02   5.26449E+04  -2.07308E+04
   1.94383E-02   5.26446E+04  -2.07308E+04
   1.94373E-02   5.26443E+04  -2.07307E+04
   1.94363E-02   5.26440E+04  -2.07307E+04
   1.94353E-02   5.26438E+04  -2.07307E+04
   1.94343E-02   5.26435E+04  -2.07307E+04
   1.94333E-02   5.26432E+04  -2.07307E+04
   1.94323E-02   5.26429E+04  -2.07307E+04
   1.94313E-02   5.26426E+04  -2.07307E+04
   1.94303E-02   5.26423E+04  -2.07307E+04
   1.94293E-02   5.26421E+04  -2.07307E+04
   1.94283E-02   5.26418E+04  -2.07307E+04
   1.94273E-02   5.26415E+04  -2.07307E+04
   1.94263E-02   5.26412E+04  -2.07307E+04
   1.94253E-02   5.26409E+04  -2.07307E+04
   1.94243E-02   5.26407E+04  -2.07307E+04
   1.94233E-02   5.26404E+04  -2.07307E+04
   1.94223E-02   5.26401E+04  -2.07307E+04
   1.94213E-02   5.26398E+04  -2.07307E+04
   1.94203E-02   5.26395E+04  -2.07307E+04
   1.94193E-02   5.26393E+04  -2.07306E+04
   1.94183E-02   5.26390E+04  -2.07306E+04
   1.94173E-02   5.26387E+04  -2.07306E+04
   1.94163E-02   5.26384E+04  -2.07306E+04
   1.94153E-02   5.26381E+04  -2.07306E+04
   1.94143E-02   5.26379E+04  -2.07306E+04
   1.94133E-02   5.26376E+04  -2.07306E+04
   1.94123E-02   5.26373E+04  -2.07306E+04
   1.94113E-02   5.26370E+04  -2.07306E+04
   1.94103E-02   5.26367E+04  -2.07306E+04
   1.94093E-02   5.26364E+04  -2.07306E+04
   1.94083E-02   5.26362E+04  -2.07306E+04
   1.94073E-02   5.26359E+04  -2.07306E+04
   1.94063E-02   5.26356E+04  -2.07306E+04
   1.94053E-02   5.26353E+04  -2.07306E+04
   1.94043E-02   5.26350E+04  -2.07306E+04
   1.94033E-02   5.26348E+04  -2.07306E+04
   1.94023E-02   5.26345E+04  -2.07306E+04
   1.94013E-02   5.26342E+04  -2.07305E+04
   1.94003E-02   5.26339E+04  -2.07305E+04
   1.93993E-02   5.26336E+04  -2.07305E+04
   1.93983E-02   5.26334E+04  -2.07305E+04
   1.93973E-02   5.26331E+04  -2.07305E+04
   1.93963E-02   5.26328E+04  -2.07305E+04
   1.93953E-02   5.26325E+04  -2.07305E+04
   1.93943E-02   5.26322E+04  -2.07305E+04
   1.93933E-02   5.26319E+04  -2.07305E+04
   1.93923E-02   5.26317E+04  -2.07305E+04
   1.93913E-02   5.26314E+04  -2.07305E+04
   1.93903E-02   5.26311E+04  -2.07305E+04
   1.93893E-02   5.26308E+04  -2.07305E+04
   1.93883E-02   5.26305E+04  -2.07305E+04
   1.93873E-02   5.26303E+04  -2.07305E+04
   1.93863E-02   5.26300E+04  -2.07305E+04
   1.93853E-02   5.26297E+04  -2.07305E+04
   1.93843E-02   5.26294E+04  -2.07305E+04
   1.93833E-02   5.26291E+04  -2.07304E+04
   1.93823E-02   5.26288E+04  -2.07304E+04
   1.93813E-02   5.26286E+04  -2.07304E+04
   1.93803E-02   5.26283E+04  -2.07304E+04
   1.93793E-02   5.26280E+04  -2.07304E+04
   1.93783E-02   5.26277E+04  -2.07304E+04
   1.93773E-02   5.26274E+04  -2.07304E+04
   1.93763E-02   5.26272E+04  -2.07304E+04
   1.93753E-02   5.26269E+04  -2.07304E+04
   1.93743E-02   5.26266E+04  -2.07304E+04
   1.93733E-02   5.26263E+04  -2.07304E+04
   1.93723E-02   5.26260E+04  -2.07304E+04
   1.93713E-02   5.26258E+04  -2.07304E+04
   1.93703E-02   5.26255E+04  -2.07304E+04
   1.93693E-02   5.26252E+04  -2.07304E+04
   1.93683E-02   5.26249E+04  -2.07304E+04
   1.93673E-02   5.26246E+04  -2.07304E+04
   1.93663E-02   5.26243E+04  -2.07304E+04
   1.93653E-02   5.26241E+04  -2.07303E+04
   1.93643E-02   5.26238E+04  -2.07303E+04
   1.93633E-02   5.26235E+04  -2.07303E+04
   1.93623E-02   5.26232E+04  -2.07303E+04
   1.93613E-02   5.26229E+04  -2.07303E+04
   1.93603E-02   5.26227E+04  -2.07303E+04
   1.93593E-02   5.26224E+04  -2.07303E+04
   1.93583E-02   5.26221E+04  -2.07303E+04
   1.93573E-02   5.26218E+04  -2.07303E+04
   1.93563E-02   5.26215E+04  -2.07303E+04
   1.93553E-02   5.26212E+04  -2.07303E+04
   1.93543E-02   5.26210E+04  -2.07303E+04
   1.93533E-02   5.26207E+04  -2.07303E+04
   1.93523E-02   5.26204E+04  -2.07303E+04
   1.93513E-02   5.26201E+04  -2.07303E+04
   1.93503E-02   5.26198E+04  -2.07303E+04
   1.93493E-02   5.26196E+04  -2.07303E+04
   1.93483E-02   5.26193E+04  -2.07303E+04
   1.93473E-02   5.26190E+04  -2.07302E+04
   1.93463E-02   5.26187E+04  -2.07302E+04
   1.93453E-02   5.26184E+04  -2.07302E+04
   1.93443E-02   5.26181E+04  -2.07302E+04
   1.93433E-02   5.26179E+04  -2.07302E+04
   1.93423E-02   5.26176E+04  -2.07302E+04
   1.93413E-02   5.26173E+04  -2.07302E+04
   1.93403E-02   5.26170E+04  -2.07302E+04
